sozialwesen teilzeit büro ch - Google Suche;https://www.google.com/search?biw=1280&bih=614&sxsrf=ALeKk03ujj5-vWFXlzTlKJqrkI0iHjxpJg%3A1601314216465&ei=qB1yX6f1G8qdjLsP6ae4wA4&q=sozialwesen+teilzeit+b%C3%BCro+ch&oq=sozialwesen+teilzeit+b%C3%BCro+ch&gs_lcp=CgZwc3ktYWIQAzIFCCEQoAEyBQghEKABMgUIIRCgAToECAAQR1CsQljERmCXSWgAcAF4AIABcIgBvAKSAQMxLjKYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwin6a6osIzsAhXKDmMBHekTDugQ4dUDCA0&uact=5;2020-09-28 17:40:36.486695
Jobs für die Soziale Arbeit Schweiz;https://www.sozialinfo.ch/jobs.html;2020-09-28 17:30:26.865445
20 offene Stellenangebote Kanton Aargau - sozialinfo.ch;https://www.sozialinfo.ch/jobs/aargau.html;2020-09-28 17:32:20.082450
Mitarbeiterin/Mitarbeiter ohne agogische Ausbildung Biberstein - sozialinfo.ch;https://www.sozialinfo.ch/job/mitarbeiterin-mitarbeiter-ohne-agogische-ausbildung-2.html;2020-09-28 17:30:54.888464
Praktikantin / Praktikant Werkateliers Hausen - sozialinfo.ch;https://www.sozialinfo.ch/job/praktikantin-praktikant-werkateliers.html;2020-09-28 17:31:48.137518
Präventionsarbeit und Erwachsenenbildung Aarau - sozialinfo.ch;https://www.sozialinfo.ch/job/praeventionsarbeit-und-erwachsenenbildung-1.html;2020-09-28 17:32:08.403820
20 offene Stellenangebote Kanton Aargau - sozialinfo.ch;https://www.sozialinfo.ch/jobs/aargau.html?tx_solr_joboffer%5Bpage%5D=2;2020-09-28 17:33:38.046902
Praktikum Lenzburg - sozialinfo.ch;https://www.sozialinfo.ch/job/praktikum-75.html;2020-09-28 17:32:52.189241
Soziokulturelle/r Animator/in (Mutterschaftsvertretung befristet) Baden - sozialinfo.ch;https://www.sozialinfo.ch/job/soziokulturelle-r-animator-in.html;2020-09-28 17:33:25.833832
20 offene Stellenangebote Kanton Aargau - sozialinfo.ch;https://www.sozialinfo.ch/jobs/aargau.html?tx_solr_joboffer%5Bpage%5D=3;2020-09-28 17:35:00.398455
Leitung Administration und Mitglied der Geschäftsleitung Baden - sozialinfo.ch;https://www.sozialinfo.ch/job/leitung-administration-und-mitglied-der-geschaeftsleitung-1.html;2020-09-28 17:33:49.973058
Koordinator/in der Freiwilligenarbeit im Asylbereich Reinach AG - sozialinfo.ch;https://www.sozialinfo.ch/job/koordinator-in-der-freiwilligenarbeit-im-asylbereich.html;2020-09-28 17:34:36.427826
20 offene Stellenangebote Kanton Aargau - sozialinfo.ch;https://www.sozialinfo.ch/jobs/aargau.html?tx_solr_joboffer%5Bpage%5D=4;2020-09-28 17:35:12.342204
Fachmitarbeiter*in Jobbus vorerst befristet auf 6 Monat Januar bis Juli 2021 Dietikon - sozialinfo.ch;https://www.sozialinfo.ch/job/fachmitarbeiterin-jobbus-vorerst-befristet-auf-6-monat-januar-bis-juli-2021.html;2020-09-28 17:36:18.400657
Mitarbeiterin/Mitarbeiter KreativNaturatelier Olten - sozialinfo.ch;https://www.sozialinfo.ch/job/mitarbeiterin-mitarbeiter-kreativ-naturatelier.html;2020-09-28 17:36:40.243500
non profit unternehmen stellen schweiz - Google Suche;https://www.google.com/search?sxsrf=ALeKk00XtcEdhFzwzPaJSSEDa17rfldbWQ%3A1601314212642&ei=pB1yX_XcJseWjLsPheixsAs&q=non+profit+unternehmen+stellen+schweiz&oq=non+profit+unternehmen+stellen+schweiz&gs_lcp=CgZwc3ktYWIQAzIGCAAQFhAeOgQIIxAnOgYIIxAnEBM6AggAOgIILjoFCC4QkwI6BAgAEEM6BQgAEMsBOgcIABAKEMsBOgQIABAKOggIABAWEAoQHjoICCEQFhAdEB5QtRVY_ThglDpoAHAAeACAAZkBiAHMHpIBBTE2LjIymAEAoAEBqgEHZ3dzLXdpesABAQ&sclient=psy-ab&ved=0ahUKEwj1vsWmsIzsAhVHC2MBHQV0DLYQ4dUDCA0&uact=5;2020-09-28 17:40:45.762170
npo-jobs.ch - Alle NPO Jobs der Schweiz - npo-jobs.ch;https://npo-jobs.ch/;2020-09-28 17:40:49.207328
Jobsuche - Resultate - 1’816 Jobs gefunden - npo-jobs.ch;https://npo-jobs.ch/search;2020-09-28 17:40:59.861096
Jobsuche - Resultate - 751 Jobs gefunden - npo-jobs.ch;https://npo-jobs.ch/search?provinces=AG%2CBL%2CBS%2CSO%2CZH;2020-09-28 17:41:22.006519
Alle Jobs im Bereich NPO in der Administration / Sekretariat - 138 Jobs gefunden - npo-jobs.ch;https://npo-jobs.ch/administration-sekretariat-jobs;2020-09-28 17:41:32.015536
Mitarbeiter/in Empfang 50% - npo-jobs.ch;https://npo-jobs.ch/job/mitarbeiter-in-empfang-50/3151754a70;2020-09-28 17:41:56.131289
Alle Jobs im Bereich NPO in der Administration / Sekretariat - 137 Jobs gefunden - npo-jobs.ch;https://npo-jobs.ch/administration-sekretariat-jobs#job3151754a70;2020-09-30 14:41:55.920740
Sachbearbeiter/in Arbeitslosenkasse 80-100% - npo-jobs.ch;https://npo-jobs.ch/job/sachbearbeiter-in-arbeitslosenkasse-80-100/3151726674;2020-09-28 17:42:15.591462
SachbearbeiterIn Kursadministration (80-100%) - npo-jobs.ch;https://npo-jobs.ch/job/sachbearbeiterin-kursadministration-80-100/315165444a;2020-09-28 17:43:34.418600
SachbearbeiterIn Kursadministration 80-100%.pdf;file:///C:/Users/mario/OneDrive/Desktop/SachbearbeiterIn%20Kursadministration%2080-100%25.pdf;2020-10-07 15:53:48.337258
Sachbearbeiter/-innen Arbeitslosenkasse - npo-jobs.ch;https://npo-jobs.ch/job/sachbearbeiter-innen-arbeitslosenkasse/315162354f;2020-09-29 13:18:33.452344
Arbeiten bei Syna;https://npo-jobs.ch/job/redirect/315162354f;2020-09-28 17:46:29.950956
Arbeiten bei Syna;https://syna.ch/jobs;2020-10-07 15:54:36.732850
Gewerkschaftssekretär/-in mit Aussendiensttätigkeit (100%) für Syna - die Gewerkschaft in Rapperswil - Myjob.ch;https://www.myjob.ch/job/gewerkschaftssekretaer-in-mit-aussendiensttatigkeit-100/185906;2020-09-29 14:49:16.071166
Arbeiten bei Syna;https://syna.ch/jobs?rCH=2;2020-09-29 14:50:01.865857
Sachbearbeiter/in Fachsupport 80-100% - npo-jobs.ch;https://npo-jobs.ch/job/sachbearbeiter-in-fachsupport-80-100/3151725873;2020-09-30 14:40:30.417263
Geschäftsleitungsassistent/-in - npo-jobs.ch;https://npo-jobs.ch/job/gescha%CC%88ftsleitungsassistent-in/3151726159;2020-09-30 14:41:04.219240
20-09-11 Stelleninserat GL-Assistent-in.pdf;file:///C:/Users/mario/OneDrive/Desktop/20-09-11%20Stelleninserat%20GL-Assistent-in.pdf;2020-09-30 14:41:17.758544
Alle Jobs im Bereich NPO in der Administration / Sekretariat - 137 Jobs gefunden - npo-jobs.ch;https://npo-jobs.ch/administration-sekretariat-jobs?page=2#results;2020-09-30 14:44:42.589141
Sachbearbeiter/In Administration Pensum 80% - npo-jobs.ch;https://npo-jobs.ch/job/sachbearbeiter-in-administration-pensum-80/3151595a4d;2020-09-30 14:42:53.760515
Spezialist in Administration Programme, 80% - npo-jobs.ch;https://npo-jobs.ch/job/spezialist-in-administration-programme-80/3151577257;2020-09-30 14:43:11.260283
Sachbearbeiter_in Datenerfassung (70-80 %) - npo-jobs.ch;https://npo-jobs.ch/job/sachbearbeiter-in-datenerfassung-70-80/3151513956;2020-09-30 14:44:19.114511
Alle Jobs im Bereich NPO in der Administration / Sekretariat - 137 Jobs gefunden - npo-jobs.ch;https://npo-jobs.ch/administration-sekretariat-jobs?page=3#results;2020-09-30 14:46:21.408953
Sachbearbeiter/in HR mit Zahlenflair 50% - npo-jobs.ch;https://npo-jobs.ch/job/sachbearbeiter-in-hr-mit-zahlenflair-50/314a595857;2020-09-30 14:46:06.534408
SekretärIn - npo-jobs.ch;https://npo-jobs.ch/job/sekreta%CC%88rin/55425039;2020-09-30 14:46:31.640502
Jobs;https://www.prosenectute.ch/de/ueber-uns/jobs.html;2020-10-07 15:53:46.421371
Stellen ngos schweiz teilzeit - Google Suche;https://www.google.com/search?q=Stellen+ngos+schweiz+teilzeit&oq=Stellen+ngos+schweiz+teilzeit&aqs=chrome..69i57.9497j0j1&sourceid=chrome&ie=UTF-8;2020-10-05 14:52:14.993478
Landingpage: Internes Matching für Unternehmen - Tandemploy DE;https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjditDf2J3sAhWY-FEKHSIcAnAYABAAGgJ3cw&ohost=www.google.com&cid=CAESQOD2tmghLNF6P3e-Qks-yj72yAwhSpYCXk6Phhcn7CfdHyGVh_NJew4p6hsRul-JXuQibS3BMdQsk6J9ujaDJ8k&sig=AOD64_3aMKdwsYsnEEIyDr_tB8R1ZXlxIw&q&adurl&ved=2ahUKEwjk2sTf2J3sAhWqxIUKHX1CCx8Q0Qx6BAgOEAE;2020-10-05 14:46:49.098560
Landingpage: Internes Matching für Unternehmen - Tandemploy DE;https://www.tandemploy.com/de/internes-matching-fuer-unternehmen/?utm_term=job%20sharing&utm_campaign=Matching+LP+-+Jobsharing&utm_source=adwords&utm_medium=ppc&hsa_acc=8663258651&hsa_cam=7778045910&hsa_grp=78872592702&hsa_ad=399442120486&hsa_src=g&hsa_tgt=kwd-23307616&hsa_kw=job%20sharing&hsa_mt=b&hsa_net=adwords&hsa_ver=3&param1=&gclid=EAIaIQobChMI3enIwPL76AIVGOh3Ch32LAtEEAAYASAAEgLZN_D_BwE&gclid=CjwKCAjwiOv7BRBREiwAXHbv3NteUbS6WdvQDKGgmbU6anLT6Wzmd7XAvU3pfHGf7kz1SDI9fp0gWRoCUngQAvD_BwE#matching-kurzeinsaetze&utm_term=kurzeins%C3%A4tze%20jobs&utm_campaign=Matching+LP+-+Kurzeinsaetze&utm_source=adwords&utm_medium=ppc&hsa_acc=8663258651&hsa_cam=9832460314&hsa_grp=105639645968&hsa_ad=432427218468&hsa_src=g&hsa_tgt=kwd-315851093657&hsa_kw=kurzeins%C3%A4tze%20jobs&hsa_mt=b&hsa_net=adwords&hsa_ver=3&param1=#matching-kurzeinsaetze;2020-10-05 14:46:49.098560
Landingpage: Internes Matching für Unternehmen - Tandemploy DE;https://www.tandemploy.com/de/internes-matching-fuer-unternehmen/?utm_term=job%20sharing&utm_campaign=Matching+LP+-+Jobsharing&utm_source=adwords&utm_medium=ppc&hsa_acc=8663258651&hsa_cam=7778045910&hsa_grp=78872592702&hsa_ad=399442120486&hsa_src=g&hsa_tgt=kwd-23307616&hsa_kw=job%20sharing&hsa_mt=b&hsa_net=adwords&hsa_ver=3&param1=#matching-kurzeinsaetze&utm_term=kurzeins%C3%A4tze%20jobs&utm_campaign=Matching+LP+-+Kurzeinsaetze&utm_source=adwords&utm_medium=ppc&hsa_acc=8663258651&hsa_cam=9832460314&hsa_grp=105639645968&hsa_ad=432427218468&hsa_src=g&hsa_tgt=kwd-315851093657&hsa_kw=kurzeins%C3%A4tze%20jobs&hsa_mt=b&hsa_net=adwords&hsa_ver=3&param1=#matching-kurzeinsaetze;2020-10-05 14:46:49.098560
Non Profit Jobs in der Schweiz 【 Mitarbeiter gesucht 】 Stellenanzeigen;https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjditDf2J3sAhWY-FEKHSIcAnAYABADGgJ3cw&ohost=www.google.com&cid=CAESQOD2tmghLNF6P3e-Qks-yj72yAwhSpYCXk6Phhcn7CfdHyGVh_NJew4p6hsRul-JXuQibS3BMdQsk6J9ujaDJ8k&sig=AOD64_3Fss6v0UT-iw318y3Rp5shlLFQ_w&q&adurl&ved=2ahUKEwjk2sTf2J3sAhWqxIUKHX1CCx8Q0Qx6BAgNEAE;2020-10-05 14:50:09.344876
Non Profit Jobs in der Schweiz 【 Mitarbeiter gesucht 】 Stellenanzeigen;https://neuvoo.ch/jobs/?k=Non+Profit&l=&source=adwords&gclid=CjwKCAjwiOv7BRBREiwAXHbv3DtRVlGtE6hiBj7mR1Y0nj-DIdN5nSecLgFyYZnGeBnftg685vcahRoCKxgQAvD_BwE;2020-10-05 14:50:09.344876
Non Profit Jobs in der Schweiz 【 Mitarbeiter gesucht 】 Stellenanzeigen;https://neuvoo.ch/jobs/?k=Non+Profit&l=&source=adwords;2020-10-05 14:50:09.344876
|Arbeiten bei Terre des hommes || Terre des hommes|;https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjditDf2J3sAhWY-FEKHSIcAnAYABACGgJ3cw&ohost=www.google.com&cid=CAESQOD2tmghLNF6P3e-Qks-yj72yAwhSpYCXk6Phhcn7CfdHyGVh_NJew4p6hsRul-JXuQibS3BMdQsk6J9ujaDJ8k&sig=AOD64_0G0Oh8kYfZo5owE92UD9Op0Qx4ig&q&adurl&ved=2ahUKEwjk2sTf2J3sAhWqxIUKHX1CCx8Q0Qx6BAgPEAE;2020-10-05 14:51:22.571911
|Arbeiten bei Terre des hommes || Terre des hommes|;https://www.tdh.ch/de/arbeiten-bei-terre-des-hommes?gclid=CjwKCAjwiOv7BRBREiwAXHbv3ClE1YkTABaiGYYSAKriTyEAjdjtBOxCGz5pozOaxWWXGnPtmfOBixoCoGEQAvD_BwE;2020-10-05 14:51:22.571911
|Arbeiten bei Terre des hommes || Terre des hommes|;https://www.tdh.ch/de/arbeiten-bei-terre-des-hommes;2020-10-05 14:51:22.571911
|Arbeiten bei Terre des hommes || Terre des hommes|;https://www.tdh.ch/de/arbeiten-bei-terre-hommes;2020-10-05 14:51:22.571911
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/;2020-10-05 14:52:31.758060
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=2;2020-10-05 14:53:36.648495
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=2&jobid=9904853;2020-10-05 14:53:52.714249
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=2&jobid=9900463;2020-10-05 14:55:57.859715
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=2&jobid=9885397;2020-10-05 14:56:30.384564
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=3;2020-10-05 14:58:14.159050
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=3&jobid=9880207;2020-10-05 15:02:14.626601
Stiftung Arbeitsgestaltung - 4 Stellenangebote auf jobs.ch;https://www.jobs.ch/de/firmen/64530-stiftung-arbeitsgestaltung/;2020-10-05 14:59:57.762940
Stiftung Arbeitsgestaltung sag - Google Suche;https://www.google.com/search?q=Stiftung+Arbeitsgestaltung+sag&oq=Stiftung+Arbeitsgestaltung+sag&aqs=chrome..69i57.2621j0j4&sourceid=chrome&ie=UTF-8;2020-10-05 15:00:13.849167
Stiftung SAG – Für Menschen und deren Platz in der Arbeitswelt.;https://www.stiftung-sag.ch/de/willkommen/;2020-10-05 15:00:17.507470
Stellen - Stiftung SAG;https://www.stiftung-sag.ch/de/stellen/;2020-10-05 15:06:25.641964
Fachkraft Integration für Flüchtlinge und vorläufig Aufgenommene;https://sag.abacuscity.ch/de/jobdetail?jobportal_id=1&jobportal_jobid=11410;2020-10-05 15:00:34.191340
Fachkraft Integration für Flüchtlinge und vorläufig Aufgenommene;https://sag.abacuscity.ch/de/job_1_11410/Fachkraft-Integration-f%C3%BCr-Fl%C3%BCchtlinge-und-vorl%C3%A4ufig-Aufgenommene;2020-10-05 15:00:34.191340
Mitarbeiter/In Intake und Administration (80 100%);https://sag.abacuscity.ch/de/jobdetail?jobportal_id=1&jobportal_jobid=20603;2020-10-05 15:06:33.636108
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=3&jobid=000005839043abad0e2d0a9f61b6f6e98fe5356077;2020-10-05 15:02:30.198196
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=4;2020-10-05 15:02:36.873741
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=5;2020-10-05 15:02:50.622454
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=6;2020-10-05 15:09:03.701551
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=6&jobid=0000056874ca984a62c9f2c508da71b2d7bbeb134e;2020-10-05 15:09:03.189783
274 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=6&jobid=000010196588f2442dc42faeadf85c9a4b53860a28;2020-10-05 15:09:02.588361
272 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=7;2020-10-05 15:09:01.992569
272 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=7&jobid=0000056874d178b21be0d0584a5469fbf21305ec64;2020-10-05 15:09:01.440475
aarReha Schinznach - 25 Stellenangebote auf jobs.ch;https://www.jobs.ch/de/firmen/3649-aarreha-schinznach/;2020-10-05 15:05:44.042741
|Arbeiten in der aarReha || aarReha Schinznach|;https://www.aarreha.ch/jobs;2020-10-05 15:06:45.927567
AARREHA - Stellenportal;https://aarreha-bewerber.talent-soft.com/accueil.aspx?LCID=1031;2020-10-05 15:07:12.067881
272 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=7&jobid=0000062204dcf307f0ca02c3c152cbd566a1c95ea2;2020-10-05 15:09:00.860379
272 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=7&jobid=00003057390aea09c93c0f958958259ac9a7883eaa;2020-10-05 15:08:59.864274
272 NGO / NPO / Hilfswerke Jobs - jobs.ch;https://www.jobs.ch/de/stellenangebote/verwaltung-bildung-soziales/ngo-npo-hilfswerke/?page=8;2020-10-05 15:08:45.916779
Stellen ngos schweiz teilzeit - Google Suche;https://www.google.com/search?q=Stellen+ngos+schweiz+teilzeit&oq=stellen+ngo&aqs=chrome.0.69i59j69i57j69i60l3.2741j0j4&sourceid=chrome&ie=UTF-8;2020-10-05 15:11:25.715235
NGO / NPO / Hilfswerke-Jobs - jobwinner.ch;https://jobwinner.ch/de/jobs/?category-ids%5B0%5D=241;2020-10-05 15:11:22.820638
NGO / NPO / Hilfswerke-Jobs - jobwinner.ch;https://jobwinner.ch/de/jobs/?category-ids%5B0%5D=241&seed=19617;2020-10-05 15:11:20.298306
NGO / NPO / Hilfswerke-Jobs - jobwinner.ch;https://jobwinner.ch/de/jobs/?seed=19617&page=2&category-ids%5B%5D=241;2020-10-05 15:11:18.786627
NGO / NPO / Hilfswerke-Jobs - jobwinner.ch;https://jobwinner.ch/de/jobs/?seed=19617&page=2&category-ids%5B%5D=241#top;2020-10-05 15:10:49.315621
|Kampajobs || Die Online-Jobbörse für Non Profit-Organisationen|;http://www.kampajobs.ch/;2020-10-05 15:12:43.298479
|Kampajobs || Die Online-Jobbörse für Non Profit-Organisationen|;https://www.kampajobs.ch/;2020-10-05 15:12:43.298479
|Jobs für Administration || Kampajobs|;https://www.kampajobs.ch/jobs/administration;2020-10-07 15:53:46.787444
|Jobs || Kampajobs|;https://www.kampajobs.ch/jobs;2020-10-05 15:14:00.316763
|Jobs || Kampajobs|;https://www.kampajobs.ch/jobs?page=1;2020-10-05 15:14:29.095610
|Jobs || Kampajobs|;https://www.kampajobs.ch/jobs?page=2;2020-10-05 15:14:56.424504
|Praktikum als Campaigner*in für die Kampagne «Kennen Sie Gertrud Kurz?» - Home Office || Kampajobs|;https://www.kampajobs.ch/job/praktikum-als-campaignerin-fuer-die-kampagne-kennen-sie-ger-trud-kurz;2020-10-05 15:15:34.611051
|Jobs || Kampajobs|;https://www.kampajobs.ch/jobs?page=3;2020-10-06 15:00:49.055768
|Sachbearbeiter/in Erwachsenenschutz || Kanton Zürich || LinkedIn|;https://www.linkedin.com/jobs/view/2178124740?lgTemp=jobs_jymbii_digest&eBP=NotAvailableFromMidTier&lgCta=eml-jymbii-organic-job-card&recommendedFlavor=HIDDEN_GEM&refId=5F7jvP2s3uG4aC6413pveA%3D%3D&midToken=AQEClp48-g4zIw&midSig=3K1r_IWCqmoVs1&trk=eml-jobs_jymbii_digest-jymbii-17-job_card_new_flow&trkEmail=eml-jobs_jymbii_digest-jymbii-17-job_card_new_flow-null-7pi9n1~kfwszk3x~i5-null-jobs~view&lipi=urn:li:page:email_jobs_jymbii_digest%3B%2FW3iBVcHTv6kEQDCWSnhgg%3D%3D;2020-10-06 15:25:11.942394
|Sachbearbeiter/in Erwachsenenschutz || Kanton Zürich || LinkedIn|;https://www.linkedin.com/jobs/view/2178124740/?lgTemp=jobs_jymbii_digest&eBP=NotAvailableFromMidTier&lgCta=eml-jymbii-organic-job-card&recommendedFlavor=HIDDEN_GEM&refId=5F7jvP2s3uG4aC6413pveA%3D%3D&midToken=AQEClp48-g4zIw&midSig=3K1r_IWCqmoVs1&trk=eml-jobs_jymbii_digest-jymbii-17-job_card_new_flow&trkEmail=eml-jobs_jymbii_digest-jymbii-17-job_card_new_flow-null-7pi9n1~kfwszk3x~i5-null-jobs~view&lipi=urn:li:page:email_jobs_jymbii_digest%3B%2FW3iBVcHTv6kEQDCWSnhgg%3D%3D;2020-10-06 15:25:46.173407
|Sachbearbeiter/in Erwachsenenschutz || Kanton Zürich || LinkedIn|;https://www.linkedin.com/jobs/view/2178124740/?lgTemp=jobs_jymbii_digest&eBP=NotAvailableFromMidTier&lgCta=eml-jymbii-organic-job-card&recommendedFlavor=HIDDEN_GEM&refId=5F7jvP2s3uG4aC6413pveA%3D%3D&midToken=AQEClp48-g4zIw&midSig=3K1r_IWCqmoVs1&trk=eml-jobs_jymbii_digest-jymbii-17-job_card_new_flow&trkEmail=eml-jobs_jymbii_digest-jymbii-17-job_card_new_flow-null-7pi9n1~kfwszk3x~i5-null-jobs~view;2020-10-06 15:25:46.849344
|Jobs || LinkedIn|;https://www.linkedin.com/jobs/?notification=urn%3Ali%3Afsd_notificationCard%3A(JYMBII_V2%2Curn%3Ali%3Amember%3A466105933)&showJobAlertsModal=false;2020-10-07 15:54:25.378107
Syna - die Gewerkschaft - 14 Stellenangebote auf jobs.ch;https://www.jobs.ch/de/firmen/11860-syna-die-gewerkschaft/;2020-10-06 15:31:36.715665
Administrations- und Aussendienst MitarbeiterIn 100% - Stellenangebot bei Syna - die Gewerkschaft - jobs.ch;https://www.jobs.ch/de/stellenangebote/detail/9938623/?source=company_detail;2020-10-07 15:54:06.715130
Arbeit;https://syna.ch/darum-syna/arbeit;2020-10-06 15:32:41.960500
|Sachbearbeiter/in Finanzen und Administration 80% - Zürich || Kampajobs|;https://www.kampajobs.ch/job/sachbearbeiter-finanzen-und-administration-80;2020-11-19 11:22:42.618436
